equipo,areas_cp,unidades_hdd,registros_cp,registros_hdd,explicaciones_por_area,puntuacion_final,categoria,explicacion_detallada,recomendaciones,fecha_ejecucion,posicion_ranking
162,"['CPLOAD', 'IOLOAD', 'MAXMEM', 'OMLDAV', 'TLCONS', 'PP_NFD', 'OMOVRN', 'totmem', 'CUMOVR']",[],65,0,[],76.23213264722699,Muy Bueno,"**Carga del procesador Excelente (81.8pts)**: El equipo mantiene una carga de 14.1 en CPLOAD, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Carga del procesador Buena (72.7pts)**: La variabilidad de 173.2 indica un funcionamiento estable con algunas fluctuaciones menores. | **Carga de entrada/salida Buena (72.7pts)**: Con una carga de 9.2 en IOLOAD, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Carga de entrada/salida Regular (56.4pts)**: La variabilidad de 213.8 sugiere inestabilidad que puede afectar el rendimiento. | **Memoria máxima utilizada Excelente (96.4pts)**: El equipo mantiene una carga de 64000.0 en MAXMEM, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Memoria máxima utilizada Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Carga promedio de memoria Buena (72.7pts)**: Con una carga de 3.7 en OMLDAV, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Carga promedio de memoria Buena (67.3pts)**: La variabilidad de 233.3 indica un funcionamiento estable con algunas fluctuaciones menores. | **Tiempo de respuesta de consola Regular (41.8pts)**: La carga de 26.1 en TLCONS sugiere que el equipo podría estar experimentando problemas de rendimiento en esta área. | **Estabilidad en Tiempo de respuesta de consola Buena (67.3pts)**: La variabilidad de 349.9 indica un funcionamiento estable con algunas fluctuaciones menores. | **Archivos no encontrados Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en PP_NFD, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Archivos no encontrados Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Overhead de memoria Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en OMOVRN, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Overhead de memoria Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Memoria total utilizada Buena (79.2pts)**: Con una carga de 0.5 en totmem, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Memoria total utilizada Crítica (18.9pts)**: La alta variabilidad de 0.9 indica problemas graves de estabilidad que requieren intervención. | **Sobrecarga acumulativa Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en CUMOVR, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Sobrecarga acumulativa Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable.",Optimizar rendimiento en en; Optimizar rendimiento en de; Intervención inmediata en en,2025-07-14 15:05:19,35
29,"['CPLOAD', 'IOLOAD', 'MAXMEM', 'OMLDAV', 'TLCONS', 'PP_NFD', 'OMOVRN', 'totmem', 'CUMOVR']",[],65,0,[],76.0125786163522,Muy Bueno,"**Carga del procesador Buena (61.8pts)**: Con una carga de 19.3 en CPLOAD, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Carga del procesador Regular (56.4pts)**: La variabilidad de 222.2 sugiere inestabilidad que puede afectar el rendimiento. | **Carga de entrada/salida Excelente (81.8pts)**: El equipo mantiene una carga de 8.2 en IOLOAD, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Carga de entrada/salida Crítica (32.7pts)**: La alta variabilidad de 361.4 indica problemas graves de estabilidad que requieren intervención. | **Memoria máxima utilizada Excelente (96.4pts)**: El equipo mantiene una carga de 64000.0 en MAXMEM, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Memoria máxima utilizada Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Carga promedio de memoria Buena (60.0pts)**: Con una carga de 5.4 en OMLDAV, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Carga promedio de memoria Excelente (98.2pts)**: El equipo muestra una variabilidad muy baja (138.8), indicando un funcionamiento muy estable. | **Tiempo de respuesta de consola Buena (67.3pts)**: Con una carga de 21.0 en TLCONS, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Tiempo de respuesta de consola Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Archivos no encontrados Crítica (3.6pts)**: Con una carga de 2.0 en PP_NFD, el equipo está experimentando problemas significativos de rendimiento que requieren atención inmediata. | **Estabilidad en Archivos no encontrados Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Overhead de memoria Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en OMOVRN, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Overhead de memoria Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Memoria total utilizada Regular (49.1pts)**: La carga de 0.6 en totmem sugiere que el equipo podría estar experimentando problemas de rendimiento en esta área. | **Estabilidad en Memoria total utilizada Regular (58.5pts)**: La variabilidad de 0.2 sugiere inestabilidad que puede afectar el rendimiento. | **Sobrecarga acumulativa Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en CUMOVR, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Sobrecarga acumulativa Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable.",Optimizar rendimiento en en; Intervención inmediata en en; Intervención inmediata en no; Optimizar rendimiento en total; Optimizar rendimiento en en,2025-07-14 15:05:19,36
157,"['CPLOAD', 'IOLOAD', 'MAXMEM', 'OMLDAV', 'TLCONS', 'PP_NFD', 'OMOVRN', 'totmem', 'CUMOVR']",[],65,0,[],75.97712978845054,Muy Bueno,"**Carga del procesador Buena (63.6pts)**: Con una carga de 18.5 en CPLOAD, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Carga del procesador Regular (40.0pts)**: La variabilidad de 300.0 sugiere inestabilidad que puede afectar el rendimiento. | **Carga de entrada/salida Regular (54.5pts)**: La carga de 11.5 en IOLOAD sugiere que el equipo podría estar experimentando problemas de rendimiento en esta área. | **Estabilidad en Carga de entrada/salida Buena (63.6pts)**: La variabilidad de 210.0 indica un funcionamiento estable con algunas fluctuaciones menores. | **Memoria máxima utilizada Excelente (96.4pts)**: El equipo mantiene una carga de 64000.0 en MAXMEM, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Memoria máxima utilizada Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Carga promedio de memoria Buena (78.2pts)**: Con una carga de 3.3 en OMLDAV, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Carga promedio de memoria Regular (58.2pts)**: La variabilidad de 252.0 sugiere inestabilidad que puede afectar el rendimiento. | **Tiempo de respuesta de consola Regular (43.6pts)**: La carga de 25.1 en TLCONS sugiere que el equipo podría estar experimentando problemas de rendimiento en esta área. | **Estabilidad en Tiempo de respuesta de consola Buena (61.8pts)**: La variabilidad de 349.9 indica un funcionamiento estable con algunas fluctuaciones menores. | **Archivos no encontrados Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en PP_NFD, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Archivos no encontrados Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Overhead de memoria Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en OMOVRN, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Overhead de memoria Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Memoria total utilizada Buena (60.4pts)**: Con una carga de 0.6 en totmem, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Memoria total utilizada Buena (62.3pts)**: La variabilidad de 0.2 indica un funcionamiento estable con algunas fluctuaciones menores. | **Sobrecarga acumulativa Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en CUMOVR, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Sobrecarga acumulativa Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable.",Optimizar rendimiento en en; Optimizar rendimiento en de; Optimizar rendimiento en en; Optimizar rendimiento en de,2025-07-14 15:05:19,37
81,"['CPLOAD', 'IOLOAD', 'MAXMEM', 'OMLDAV', 'TLCONS', 'PP_NFD', 'OMOVRN', 'totmem', 'CUMOVR']",[],65,0,[],75.80712788259957,Muy Bueno,"**Carga del procesador Buena (60.0pts)**: Con una carga de 19.7 en CPLOAD, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Carga del procesador Crítica (3.6pts)**: La alta variabilidad de 1702.9 indica problemas graves de estabilidad que requieren intervención. | **Carga de entrada/salida Excelente (94.5pts)**: El equipo mantiene una carga de 6.3 en IOLOAD, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Carga de entrada/salida Crítica (25.5pts)**: La alta variabilidad de 410.1 indica problemas graves de estabilidad que requieren intervención. | **Memoria máxima utilizada Excelente (96.4pts)**: El equipo mantiene una carga de 64000.0 en MAXMEM, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Memoria máxima utilizada Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Carga promedio de memoria Buena (63.6pts)**: Con una carga de 5.0 en OMLDAV, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Carga promedio de memoria Buena (65.5pts)**: La variabilidad de 242.8 indica un funcionamiento estable con algunas fluctuaciones menores. | **Tiempo de respuesta de consola Regular (54.5pts)**: La carga de 23.0 en TLCONS sugiere que el equipo podría estar experimentando problemas de rendimiento en esta área. | **Estabilidad en Tiempo de respuesta de consola Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Archivos no encontrados Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en PP_NFD, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Archivos no encontrados Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Overhead de memoria Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en OMOVRN, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Overhead de memoria Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Memoria total utilizada Buena (73.6pts)**: Con una carga de 0.5 en totmem, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Memoria total utilizada Regular (50.9pts)**: La variabilidad de 0.3 sugiere inestabilidad que puede afectar el rendimiento. | **Sobrecarga acumulativa Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en CUMOVR, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Sobrecarga acumulativa Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable.",Intervención inmediata en en; Intervención inmediata en en; Optimizar rendimiento en de; Optimizar rendimiento en en,2025-07-14 15:05:19,38
187,[],"['D:', 'avg', 'C:', 'E:', 'G:']",0,40,[],75.8,Muy Bueno,**Uso HDD Bueno (70.0pts)**: El uso del 32.4% es aceptable. | **Estabilidad HDD Buena (79.0pts)**: El uso del disco es relativamente estable. | **Cambios HDD Predecibles (81.0pts)**: Los cambios en el uso del disco son muy predecibles.,Monitorear rendimiento continuamente,2025-07-14 15:05:19,39
60,"['CPLOAD', 'IOLOAD', 'MAXMEM', 'OMLDAV', 'TLCONS', 'PP_NFD', 'OMOVRN', 'totmem', 'CUMOVR']",[],65,0,[],75.54678864112826,Muy Bueno,"**Carga del procesador Buena (69.1pts)**: Con una carga de 18.0 en CPLOAD, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Carga del procesador Crítica (36.4pts)**: La alta variabilidad de 366.6 indica problemas graves de estabilidad que requieren intervención. | **Carga de entrada/salida Buena (70.9pts)**: Con una carga de 9.3 en IOLOAD, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Carga de entrada/salida Crítica (23.6pts)**: La alta variabilidad de 423.8 indica problemas graves de estabilidad que requieren intervención. | **Memoria máxima utilizada Excelente (96.4pts)**: El equipo mantiene una carga de 64000.0 en MAXMEM, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Memoria máxima utilizada Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Carga promedio de memoria Excelente (96.4pts)**: El equipo mantiene una carga de 1.6 en OMLDAV, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Carga promedio de memoria Buena (70.9pts)**: La variabilidad de 213.0 indica un funcionamiento estable con algunas fluctuaciones menores. | **Tiempo de respuesta de consola Excelente (90.9pts)**: El equipo mantiene una carga de 15.0 en TLCONS, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Tiempo de respuesta de consola Regular (41.8pts)**: La variabilidad de 534.5 sugiere inestabilidad que puede afectar el rendimiento. | **Archivos no encontrados Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en PP_NFD, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Archivos no encontrados Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Overhead de memoria Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en OMOVRN, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Overhead de memoria Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Memoria total utilizada Buena (64.2pts)**: Con una carga de 0.6 en totmem, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Memoria total utilizada Excelente (96.2pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Sobrecarga acumulativa Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en CUMOVR, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Sobrecarga acumulativa Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable.",Intervención inmediata en en; Intervención inmediata en en; Optimizar rendimiento en en,2025-07-14 15:05:19,40
116,"['CPLOAD', 'IOLOAD', 'MAXMEM', 'OMLDAV', 'TLCONS', 'PP_NFD', 'OMOVRN', 'totmem', 'CUMOVR']",[],65,0,[],74.87249857061177,Bueno,"**Carga del procesador Crítica (16.4pts)**: Con una carga de 38.6 en CPLOAD, el equipo está experimentando problemas significativos de rendimiento que requieren atención inmediata. | **Estabilidad en Carga del procesador Buena (60.0pts)**: La variabilidad de 210.7 indica un funcionamiento estable con algunas fluctuaciones menores. | **Carga de entrada/salida Crítica (23.6pts)**: Con una carga de 19.6 en IOLOAD, el equipo está experimentando problemas significativos de rendimiento que requieren atención inmediata. | **Estabilidad en Carga de entrada/salida Regular (41.8pts)**: La variabilidad de 282.8 sugiere inestabilidad que puede afectar el rendimiento. | **Memoria máxima utilizada Excelente (96.4pts)**: El equipo mantiene una carga de 64000.0 en MAXMEM, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Memoria máxima utilizada Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Carga promedio de memoria Buena (61.8pts)**: Con una carga de 5.3 en OMLDAV, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Carga promedio de memoria Buena (76.4pts)**: La variabilidad de 207.6 indica un funcionamiento estable con algunas fluctuaciones menores. | **Tiempo de respuesta de consola Buena (74.5pts)**: Con una carga de 19.3 en TLCONS, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Tiempo de respuesta de consola Regular (56.4pts)**: La variabilidad de 451.8 sugiere inestabilidad que puede afectar el rendimiento. | **Archivos no encontrados Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en PP_NFD, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Archivos no encontrados Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Overhead de memoria Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en OMOVRN, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Overhead de memoria Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Memoria total utilizada Crítica (17.0pts)**: Con una carga de 0.8 en totmem, el equipo está experimentando problemas significativos de rendimiento que requieren atención inmediata. | **Estabilidad en Memoria total utilizada Buena (67.9pts)**: La variabilidad de 0.2 indica un funcionamiento estable con algunas fluctuaciones menores. | **Sobrecarga acumulativa Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en CUMOVR, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Sobrecarga acumulativa Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable.",Intervención inmediata en del; Intervención inmediata en de; Optimizar rendimiento en en; Optimizar rendimiento en en; Intervención inmediata en total,2025-07-14 15:05:19,41
7,[],"['D:', 'avg', 'C:', 'E:', 'G:']",0,40,[],74.80000000000001,Bueno,**Uso HDD Regular (53.0pts)**: El uso del 41.3% sugiere que el disco podría estar sobrecargado. | **Estabilidad HDD Excelente (90.0pts)**: El uso del disco es muy estable. | **Cambios HDD Predecibles (88.0pts)**: Los cambios en el uso del disco son muy predecibles.,Monitorear rendimiento continuamente,2025-07-14 15:05:19,42
3,"['CPLOAD', 'IOLOAD', 'MAXMEM', 'OMLDAV', 'TLCONS', 'PP_NFD', 'OMOVRN', 'totmem', 'CUMOVR']",[],65,0,[],74.62588145607013,Bueno,"**Carga del procesador Crítica (7.3pts)**: Con una carga de 58.0 en CPLOAD, el equipo está experimentando problemas significativos de rendimiento que requieren atención inmediata. | **Estabilidad en Carga del procesador Excelente (89.1pts)**: El equipo muestra una variabilidad muy baja (86.6), indicando un funcionamiento muy estable. | **Carga de entrada/salida Crítica (16.4pts)**: Con una carga de 22.0 en IOLOAD, el equipo está experimentando problemas significativos de rendimiento que requieren atención inmediata. | **Estabilidad en Carga de entrada/salida Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Memoria máxima utilizada Excelente (96.4pts)**: El equipo mantiene una carga de 64000.0 en MAXMEM, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Memoria máxima utilizada Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Carga promedio de memoria Crítica (7.3pts)**: Con una carga de 15.7 en OMLDAV, el equipo está experimentando problemas significativos de rendimiento que requieren atención inmediata. | **Estabilidad en Carga promedio de memoria Crítica (25.5pts)**: La alta variabilidad de 563.4 indica problemas graves de estabilidad que requieren intervención. | **Tiempo de respuesta de consola Excelente (83.6pts)**: El equipo mantiene una carga de 17.0 en TLCONS, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Tiempo de respuesta de consola Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Archivos no encontrados Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en PP_NFD, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Archivos no encontrados Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Overhead de memoria Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en OMOVRN, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Overhead de memoria Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Memoria total utilizada Crítica (5.7pts)**: Con una carga de 0.8 en totmem, el equipo está experimentando problemas significativos de rendimiento que requieren atención inmediata. | **Estabilidad en Memoria total utilizada Crítica (28.3pts)**: La alta variabilidad de 0.7 indica problemas graves de estabilidad que requieren intervención. | **Sobrecarga acumulativa Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en CUMOVR, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Sobrecarga acumulativa Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable.",Intervención inmediata en del; Intervención inmediata en de; Intervención inmediata en promedio; Intervención inmediata en en; Intervención inmediata en total; Intervención inmediata en en,2025-07-14 15:05:19,43
181,"['CPLOAD', 'IOLOAD', 'MAXMEM', 'OMLDAV', 'TLCONS', 'PP_NFD', 'OMOVRN', 'totmem', 'CUMOVR']",[],72,0,[],74.37659615018106,Bueno,"**Carga del procesador Buena (70.9pts)**: Con una carga de 17.4 en CPLOAD, el equipo tiene un rendimiento aceptable, aunque hay margen para optimización. | **Estabilidad en Carga del procesador Regular (45.5pts)**: La variabilidad de 264.6 sugiere inestabilidad que puede afectar el rendimiento. | **Carga de entrada/salida Crítica (32.7pts)**: Con una carga de 15.6 en IOLOAD, el equipo está experimentando problemas significativos de rendimiento que requieren atención inmediata. | **Estabilidad en Carga de entrada/salida Regular (52.7pts)**: La variabilidad de 233.2 sugiere inestabilidad que puede afectar el rendimiento. | **Memoria máxima utilizada Excelente (96.4pts)**: El equipo mantiene una carga de 64000.0 en MAXMEM, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Memoria máxima utilizada Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Carga promedio de memoria Excelente (92.7pts)**: El equipo mantiene una carga de 1.6 en OMLDAV, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Carga promedio de memoria Regular (49.1pts)**: La variabilidad de 281.8 sugiere inestabilidad que puede afectar el rendimiento. | **Tiempo de respuesta de consola Crítica (18.2pts)**: Con una carga de 34.5 en TLCONS, el equipo está experimentando problemas significativos de rendimiento que requieren atención inmediata. | **Estabilidad en Tiempo de respuesta de consola Regular (43.6pts)**: La variabilidad de 500.0 sugiere inestabilidad que puede afectar el rendimiento. | **Archivos no encontrados Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en PP_NFD, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Archivos no encontrados Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Overhead de memoria Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en OMOVRN, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Overhead de memoria Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable. | **Memoria total utilizada Excelente (98.1pts)**: El equipo mantiene una carga de 0.1 en totmem, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Memoria total utilizada Buena (75.5pts)**: La variabilidad de 0.1 indica un funcionamiento estable con algunas fluctuaciones menores. | **Sobrecarga acumulativa Excelente (100.0pts)**: El equipo mantiene una carga de 0.0 en CUMOVR, lo que indica un rendimiento excepcional. Esto significa que el sistema está funcionando de manera muy eficiente en esta área. | **Estabilidad en Sobrecarga acumulativa Excelente (100.0pts)**: El equipo muestra una variabilidad muy baja (0.0), indicando un funcionamiento muy estable.",Optimizar rendimiento en en; Intervención inmediata en de; Optimizar rendimiento en en; Optimizar rendimiento en en; Intervención inmediata en de; Optimizar rendimiento en en,2025-07-14 15:05:19,44
9,[],"['D:', 'avg', 'C:', 'E:', 'G:']",0,40,[],74.20000000000002,Bueno,**Uso HDD Bueno (61.0pts)**: El uso del 37.7% es aceptable. | **Estabilidad HDD Buena (78.0pts)**: El uso del disco es relativamente estable. | **Cambios HDD Predecibles (93.0pts)**: Los cambios en el uso del disco son muy predecibles.,Monitorear rendimiento continuamente,2025-07-14 15:05:19,45
68,[],"['D:', 'avg', 'C:', 'E:', 'G:']",0,40,[],74.2,Bueno,**Uso HDD Bueno (64.0pts)**: El uso del 36.8% es aceptable. | **Estabilidad HDD Buena (76.0pts)**: El uso del disco es relativamente estable. | **Cambios HDD Predecibles (91.0pts)**: Los cambios en el uso del disco son muy predecibles.,Monitorear rendimiento continuamente,2025-07-14 15:05:19,46
